address,area,bedroom_number,description,direction,end_date,floor_number,height,is_car_pack,is_dinning_room,is_kitchen,is_owner,is_terrace,law,price,start_date,street_in_front_of_house,type,width
" 191 Đường Đống Đa, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng", 2.300 m,50,"Bán toà nhà hai mặt tiền Đống Đa,Lý Tự Trọng phường Thạch Thang, quận Hải Châu, thành phố Đà Nẵng.
 
 + Diện tích đất: 240m2
 + Diện tích sử dụng: 2300m2.
 + Hướng Tây Nam.
 + Tòa nhà 10 tầng, đang có hợp đồng thuê : 170 triệu/tháng. 
 + Tòa nhà xây dựng chắc chắn, móng có thể nâng lên 16 tầng.
 + Đang kinh doanh khách sạn 3 sao,  50 Phòng, Tuy nhiên có thể chuyển đổi công năng thành, phòng khám, bệnh viện, cà phê karaoke, matxa, tùy nhu cầu của khách hàng
 + Có thể chuyển giao hợp đồng thuê, hoặc kết thúc hợp đồng thuê, tùy theo nhu cầu của người mua.

Giá bán: 72 tỷ, thương lượng. 

Liên hệ làm việc chính chủ: Mr. Quốc:

Có hoa hồng 1% cho người giới thiệu.",Tây Nam,,10,24m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 72 tỷ ,Ngày đăng: 21/06/2023,15m,"Nhà hàng, khách sạn",10m
" Quốc lộ 14, Phường Hưng Long, Thị xã Chơn Thành, Bình Phước", 1.188 m,---,,_,,---,---,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 260 triệu ,Ngày đăng: 21/06/2023,18m,"Đất thổ cư, đất ở",---
" Đường Trần Huy Liệu, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 130 m,3,"💢CẦN BÁN GẤP- NHÀ MẶT TIỀN- DIỆN TÍCH LỚN- VỊ TRÍ SIÊU VIP- TRUNG TÂM- PHỐ CẨM LỆ- KINH DOANH SẦM UẤT.

💢Cần bán gấp nhà C4, gác đúc kiên cố. Đường 7m5. Trục đường kinh doanh cực kỳ Sầm Uất của Phố Cẩm Lệ. Vị trí sát đường Cách Mạng Tháng Tám, gần Lê Đại Hành. Khu phố an ninh cực tốt,  gần trụ sở CA quận Cẩm Lệ, nhà Văn Hóa, cách chợ Cẩm Lệ 200m. 

💢Công năng: 
3 phòng ngủ, toilet, phòng thờ, sân phơi. Đầy đủ công năng. 
LH: Hải chuyên thổ cư Đà Nẵng để xem nhà làm việc trực tiếp",_,,1,24m,True,True,True,False,True,Sổ hồng/ Sổ đỏ," 4,4 tỷ ",Ngày đăng: 21/06/2023,"7,5m",Nhà mặt tiền,6m
" Đường Nguyễn Thời Trung, Phường Thạch Bàn, Quận Long Biên, Hà Nội", 36 m,3,"+ Nhà 5 tầng dân xây mới đẹp long lanh, mặt tiền rộng gần 4m5 ngập tràn ánh sáng, khu dân trí cao, yên tĩnh, gần hồ thoáng mát,.

Tầng 1: Khách + bếp, vs.
Tầng 2,3,4: Mỗi tầng 1 phòng ngủ, 1 vs.
Tầng 5: Phòng thờ, sân phơi.

+ Có sẵn sofa, kệ ti vi, tủ bếp, bếp từ, chậu rửa bát, trần thạch cao... Khách mua chỉ cần xách vali vào ở 🥰",_,,5,9m,False,True,True,False,True,Sổ hồng/ Sổ đỏ," 4,15 tỷ ",Ngày đăng: 21/06/2023,3m,Nhà trong hẻm,"4,5m"
" Đường ĐT753, Xã Tân Phước, Huyện Đồng Phú, Bình Phước", 1.000 m,---,"Do tình hình hiện tại,thị trường bất động sản không được tốt,tôi chuyên bán sản phẩm đất vườn sầu riêng 1000m2. Diện tích từ 10x100 đến 15x69...20x50 chỉ có giá bằng 1m đất ở quận1. Có vườn sầu riêng,sông suối đầy đủ",_,,---,69m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 250 triệu ,Ngày đăng: 21/06/2023,12m,"Đất thổ cư, đất ở",15m
" Đường Lê Quang Định, Phường 1, Quận Gò Vấp, Hồ Chí Minh", 80 m,6,"NHÀ ĐẸP U MÊ (XEM HÌNH) LÊ QUANG ĐỊNH - 80M2 (8x10) - NỘI THẤT 5 SAO - HỒ BƠI - 5TẦNG - HẺM XE TẢI

Vị trí đắc địa, ngay Lê Quang Định, Nguyễn Văn Đậu Phạm Văn Đồng, Phan Văn Trị giáp Bình Thạnh Phú Nhuận.

Giá cực tốt, chỉ 120tr/m2, nhà cực kỳ đẹp, hình tự chụp, thực tế còn đẹp và lộng lẫy hơn nữa. Khách đủ tầm tài chính mời vô xem nhà gặp chủ làm việc.",_,,5,10m,True,True,True,False,True,---," 11,5 tỷ ",Ngày đăng: 22/06/2023,5m,Nhà trong hẻm,8m
" Quốc lộ 13, Phường Minh Hưng, Thị xã Chơn Thành, Bình Phước", 500 m,---,,_,,---,---,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 280 triệu ,Ngày đăng: 22/06/2023,18m,"Đất thổ cư, đất ở",---
" 272 Đường Cách Mạng Tháng 8, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương", 420 m,---,,_,,---,21m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 850 triệu ,Ngày đăng: 22/06/2023,20m,"Đất thổ cư, đất ở",20m
" Đường Quốc Lộ 13, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương", 600 m,---,,_,,---,20m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 950 triệu ,Ngày đăng: 22/06/2023,20m,"Đất thổ cư, đất ở",30m
" Đường Phan Đăng Giảng, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh", 44 m,4,"- Chính chủ bán, hoa hồng 1% nhận đủ
- Vị tri: gần chợ Phan Đăng Giản, cách Ngã tư Gò Mây chỉ 1km, dễ dàng di chuyển về Sân bay Tân Sơn Nhất, Cộng Hòa...
- Diện tích 4x11m nhà 1 trệt 2 lầu 4 phòng ngủ, ban công thoáng mát
- Hẻm 6m thông kinh doanh buôn bán, thuận tiện cho việc kinh doanh buôn bán
- Phòng ngủ nhiều và rộng rãi thích hợp cho đại gia đình ở đông người
- Mua bán công chứng trong ngày
Gọi chị Ngân xem nhà",_,,3,11m,True,True,True,False,True,Sổ hồng/ Sổ đỏ," 2,4 tỷ ",Ngày đăng: 22/06/2023,6m,Nhà mặt tiền,4m
" Đường Đoàn Minh Triết, Xã Thái Mỹ, Huyện Củ Chi, Hồ Chí Minh", 212 m,---,"Chủ gửi bán gấp lô đất mặt tiền đường Đoàn Minh Triết, Thái Mỹ, Củ Chi
Diện tích : 212m² (8x26.5)
Giá : 1 tỷ 280
SHR sang tên công chứng trong ngày, đường trải nhựa 12m
Xung quanh dân cư đông đúc mua bán cực kì sầm uất, cách Tỉnh Lộ 7 chỉ 250m, ra tới cầu vượt Củ Chi 15p đi xe. Gần trường THCS Nguyễn Văn Xơ, UBND xã Thái Mỹ
Anh chị quan tâm liên hệ em để xem đất giá tốt chốt trong tuần",_,,---,---,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 1,28 tỷ ",Ngày đăng: 22/06/2023,12m,"Đất thổ cư, đất ở",---
" Đường Nguyễn Văn Trỗi, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương", 450 m,---,,_,,---,30m,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 1,14 tỷ ",Ngày đăng: 22/06/2023,16m,"Đất thổ cư, đất ở",15m
" Đường Quốc lộ 26, Xã Hoà Đông, Huyện Krông Pắc, Đắk Lắk", 4.147 m,---,"Tìm chủ mới cho lô đất đẹp mặt tiền đường Tránh đông TpBMT - cách QL 26 1.6km, cách Cao tốc BMT - Nha Trang 2.3km
Diện tích 4.147m2
Thổ cư 400m2 tự do (được công nhận)
Hướng Đông Nam
Gần 62m mặt tiền đường tránh đông QH 100m
Đường tránh đông đang thi công 
Đường cao tốc đã khởi công
Với vị trí siêu đẹp - thuận lợi giao thông. Thổ cư 400m2 tự do thì thoả thích xây dựng theo ý muốn
Rất phù hợp cho anh chị làm kho - xưởng sản xuất - bãi xe, gara hoặc mua đầu tư 
Giá thật sự same same giá trong hẻm chỉ đúng 200tr/m ngang 
Tổng giá sản phẩm 12.5 tỷ (giá thiện chí chỉ bớt lộc và chỉ tiếp khách làm việc nghiêm túc)
Trân trọng cảm ơn",Đông Nam,,---,70m,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 12,5 tỷ ",Ngày đăng: 22/06/2023,100m,"Kho, xưởng",61m
" Đường Vĩnh Phú 10, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương", 510 m,---,,_,,---,30m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 940 triệu ,Ngày đăng: 22/06/2023,16m,"Đất thổ cư, đất ở",20m
" Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh", 83 m,3,"🍀[ QUẬN 8] BÁN GẤP ĐÁO HẠN NH -NHÀ XE HƠI ĐỖ CỬA - PHẠM THẾ HIỂN DTSD 83M2 
 Giá chỉ: 2.6 tỷ  [CHỦ NGỘP BANK GIẢM HƠN 1 TỶ]
- Diện tích: Ngang 4.6m x 12.4m
- Nhà cấp 4. Diện tích sử dụng 83m2.
- Xe hơi đỗ cửa.
- Hẻm trước nhà 3.5m, ngoài hẻm 5-6m.
🍀VỊ TRÍ: 
- Khu dân cư sầm uất, an ninh. Gần trường học Bình An, cách trạm y tế phường 6 chỉ vài bước chân. Cách mặt tiền Phạm Thế Hiển chỉ 15m.
🍀PHÁP LÝ:
 Sổ hồng riêng. Pháp lý chuẩn. Công chứng trong ngày.",_,,1,"12,4m",False,False,False,False,False,Sổ hồng/ Sổ đỏ," 2,6 tỷ ",Ngày đăng: 22/06/2023,4m,Nhà trong hẻm,"4,6m"
" Đường ĐT 741, Thị trấn Tân Phú, Huyện Đồng Phú, Bình Phước", 180 m,---,,Đông Bắc,,---,30m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 860 triệu ,Ngày đăng: 22/06/2023,8m,"Đất thổ cư, đất ở",6m
" Đường Vành Đai 4, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương", 300 m,---,"Mặt tiền đường Vành Đai 4 và D7 kế bên trường Đại học quốc tế Việt Đức tiện mở mặt bằng cho thuê được ngay.
Đối diện là nhà phố thương mại và công viên view kênh lớn nhất Bình Dương.
Vị trí nằm trên tuyến đường huyết mạch các tỉnh miền Tây ra sân bay Long Thành.
DT: 8,5x36m=300m2 ful tc",_,,---,---,False,False,False,False,False,---," 7,3 tỷ ",Ngày đăng: 22/06/2023,32m,"Đất thổ cư, đất ở",---
" Quốc lộ 14, Xã Minh Lập, Thị xã Chơn Thành, Bình Phước", 2.610 m,---,,_,,---,86m,False,False,False,False,False,---, 760 triệu ,Ngày đăng: 22/06/2023,22m,"Đất nông, lâm nghiệp",30m
" Đường Biên Giang, Phường Biên Giang, Quận Hà Đông, Hà Nội", 31 m,3,"Nhà xây 3 tầng có 3 ngủ và 2wc
Diện tích đất 30m, 

*Hoàn thiện nội thất đẹp như hình, chỉ mang đồ về ở
* Nội thất: 
- Cầu thang gỗ tự nhiên.
- Cửa thông phòng gỗ. Tủ bếp gỗ tự nhiên sang trọng.
- Cửa nhôm chất lượng, cửa chính INOX chắc chắn.
- Thiết bị vệ sinh cao cấp, trần thạch cao sáng đẹp.
- Sơn cao cấp. Bồn nước Sơn Hà. Máy bơm nước tiện lợi.
- Dây điện Trần Phú, ống nhựa Tiền Phong bền bỉ chất lượng.
- Đá ốp cầu thang hoa cương tự nhiên sang trọng.

*Vị trí:
 Cách Bến xe Yên Nghĩa 3km
Cách cầu Mai Lĩnh của Phường Biên Giang- Hà Đông 1km
Cạnh ngay đại học Thể dục Thể Thao
Ô tô Morning đỗ cửa, xe 7 chỗ cách 5m, bãi đỗ xe của nhà văn hoá cách 10m( để được 20 xe ô tô )

* Sổ đỏ đầy đủ, pháp lý minh bạch rõ ràng.
- Hỗ trợ ngân hàng tối đa 80% giá trị cho khách có nhu cầu vay vốn. Chỉ cần có từ 400 - 500tr có thể mua được nhà, tiền lãi bằng tiền thuê nhà, sau 10 năm có nhà để ở.

***GIÁ 
Giá 1 tỷ 430 triệu 
Giá Hoàn thiện như hình về ở ngay
Sổ đỏ tên của tôi",Đông Nam,,3,8m,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 1,43 tỷ ",Ngày đăng: 22/06/2023,3m,Nhà trong hẻm,4m
" đường Hồ thị lai Xã Tân Phú Trung, Huyện Củ Chi, Hồ Chí Minh", 150 m,---,"- Đất từ đường Xuyên Á vào 50m, cách bệnh viện Xuyên Á 1km, cách ngã tư An Sương 10km, 1 đường thẳng về trung tâm thành phố 
- Đường trước đất 8m, quy hoạch ô bàn cờ, hướng nào cũng ra đường Xuyên Á 
- Bán Kính 200m đầy đủ tiện ích: chợ Tân Phú Trung 20m, trường THCS Tân Phú 50m, giáo xứ Sơn Lộc, bệnh viện Xuyên Á,... 
- Khu dân cư an ninh, đông đúc, hàng xóm thân thiện. Xây dựng tự do, điện nước có sẵn, Thích hợp cho khách mua kinh doanh hoặc ở đều 
Diện tích: 5x30 ( 149.8m2)
Giá bán nhanh 575tr, có bớt chút lộc
SHR, sang tên công chứng luôn.
Khách coi đất gọi nhanh  gặp Vân",_,,---,30m,True,False,False,False,False,Sổ hồng/ Sổ đỏ, 575 triệu ,Ngày đăng: 22/06/2023,8m,"Đất thổ cư, đất ở",5m
" Đường Hồ Văn Tắng, Xã Tân Phú Trung, Huyện Củ Chi, Hồ Chí Minh", 175 m,---,"Đang có 5 lô đất thổ cư giá đầu tư cực tốt cho khách tại Tân Phú trung và Phước Vĩnh An, Củ chi. 
Thông tin mỗi lô như sau:
 Lô 1: diện tích 125m2 giá 530trđường NGuyễn Thị Lắng, Tân phú trung 
Lô 2: Diện tích 98m2 giá 500 đường Hồ Văn Tắng, Tân phú trung 
Lô 3: diện tích 128m2, giá 520tr  đường Cây Da, Tân Phú trung 
Lô 4: diện tích 175m2 giá 550tr đường 409 Phước Vĩnh An 
Lô 5 : Diện tích 139m2 giá 540tr đường Mai Thị Buội, Phước Vĩnh An 
Tất cả đều nằm trong khu dân cư sầm uất, có sổ sẵn sang tên luôn, xây dựng tự do, điện nước đầy đủ.
 Giá bán trên vẫn còn thương lượng và Hỗ trợ ngân hàng miễn phí 
Khách quan tâm liên hệ trực tiếp xem đất!",_,,---,25m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 530 triệu ,Ngày đăng: 22/06/2023,12m,"Đất thổ cư, đất ở",5m
" Đường Hồ Ba Mẫu, Phường Kim Liên, Quận Đống Đa, Hà Nội", 240 m,4,"Nhà Mặt Hồ Ba Mẫu, view nhìn thẳng ra hồ cực đẹp.
- Diện tích 240m², mặt tiền 7,1m.
- Nhà hiện trạng 4 tầng, mỗi tầng 2 phòng ngủ, 1WC.
- Nhà xây chắc chắn, rất đẹp. Khách thích mua về xây 9 - 10 tầng quá đỉnh. Doanh thu cực khủng.
- Pháp lý đất sổ đỏ thổ cư lâu dài, 1 sổ chính chủ, sang tên nhanh.
- Giá bán: 50 tỷ (có thương lượng).
LH: Nguyễn Kính",_,,4,"32,8m",True,True,True,False,True,Sổ hồng/ Sổ đỏ, 50 tỷ ,Ngày đăng: 22/06/2023,10m,Nhà mặt tiền,"7,3m"
" Đại Lộ Bình Dương, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương", 300 m,---,"cần bán gấp, 300m2, đât nền khu đô thị ngay trung tâm thương mại chợ
khu đô thị mới, diện tích 300m2, xây dựng tự do.
giá bán cực số, chỉ 2,5ty
đường nhựa 25m, tiện ích đầy đủ. bán rất tiếc nhưng cần tiền tôi bán nhanh
rất tiện đầu tư, xây nhà trọ, nhà hàng, khách sạn, biệt thự",_,,---,---,False,False,False,False,False,---," 2,5 tỷ ",Ngày đăng: 22/06/2023,16m,"Đất thổ cư, đất ở",---
" Đường Nguyễn Xí, Phường 13, Quận Bình Thạnh, Hồ Chí Minh", 72 m,---,"Bán gấp đất đường Nguyễn Xí, P.13, Bình Thạnh.
- Diện tích 72m2 (4x18).
- Giá 2.8 tỷ
- Sổ hồng riêng công chứng ngay
- Đường trước nhà 8m ô tô vào thoải mái.
- Liền các tiện ích, TTTM, công viên, Bến Xe Miền Đông, chợ,...
- Thuận tiện ở, cho thuê, kinh doanh.
- Dễ dàng di chuyển về: Q1, Q2, Bình Thạnh,...
* Vị trí sau lưng Vincom Nguyễn Xí (đường trước nhà 10m).
- Liên hệ Như để được hỗ trợ đi tham quan nhà thực tế.",_,,---,18m,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 2,8 tỷ ",Ngày đăng: 22/06/2023,8m,"Đất thổ cư, đất ở",4m
" Đường Trịnh Thị Miếng, Xã Thới Tam Thôn, Huyện Hóc Môn, Hồ Chí Minh", 119 m,---,"Đất cách đường Đặng Thúc Vịnh 200m, giáp sân bóng đá Thới Tứ, đất ngay khu dân cư đầy đủ tiện ích như: phở Sài Thành, lò quay Thành Phát, quán cf,.... đi bộ 5p là có.
Đất thế cao, thoáng, thông tứ  phía, đường trước nhà 6m thông với đường lớn. Xe oto ra vào thoải mái.  
Nằm trong khu dân cư đông đúc , khách mua về đầu tư xây trọ hoặc xây tạp hóa đều ok khu vực  xây dựng tự do, ( hỗ trợ xây dựng nếu khách cần).
Diện tích 5* 23.92( 119.6m2), SHR
Chủ cần tiền nên ra gấp, giá 730tr có thương lượng bớt lộc.
Sổ sẵn oke sang tên luôn trong ngày.",_,,---,24m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 730 triệu ,Ngày đăng: 22/06/2023,12m,"Đất thổ cư, đất ở",5m
" Đường ĐT 751, Phường Hưng Long, Thị xã Chơn Thành, Bình Phước", 1.125 m,---,,_,,---,45m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 460 triệu ,Ngày đăng: 22/06/2023,18m,"Đất thổ cư, đất ở",25m
" Đường Phan Văn Hớn, Xã Bà Điểm, Huyện Hóc Môn, Hồ Chí Minh", 72 m,2,"- NGỘP, CẦN BÁN GẤP.
- Vị Trí: 1 sẹ Phan Văn Hớn tiếp giáp Nguyễn Ảnh Thủ.
- Diện Tích: 72m2 (4 x 18m), sổ riêng, đã hoàn công.
- Nhà 1 trệt 1 lửng, 2PN, 2WC, Đang cho thuê 5 triệu/tháng. Hậu có hẽm thoát hiểm 2,5m.
- Tiện ích bán kính 500m: Đa tiện ích, trường học các cấp, BV, TTTM, Siêu Thị..... 
- Gía ra đi : 635 triệu (thương lượng nhẹ).
Gọi  xem nhà trực tiếp, ưng ý gặp chủ đàm phán.",_,,---,18m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 635 triệu ,Ngày đăng: 22/06/2023,4m,Nhà mặt tiền,4m
" số 1, Đường Số 8, Thành phố Thủ Đức, Hồ Chí Minh", 200 m,5,". Kiểu nhà phố có sân vườn, thiết kế đạt giải thưởng bởi công ty uy tín. Căn nhà thường xuyên được nhiều người đến xem để tham khảo ý tưởng thiết kế xây nhà, có thể nói là căn nhà đẹp nhất khu Lake view, chi phí xây dựng hoàn thiện gần 7tỷ đồng.
. Thang máy nhập khẩu nguyên bộ, trị giá gần 1,5tỷ, kích thước gọn, thiết kế thang trong suốt, hiện đại và là loại xa xỉ nhất
. Diện tích đất gần 200m2, diện tích xây dựng khoảng 400m2, gồm 1 trệt, 3 lầu, 5 phòng ngủ, 3 khu vực ban công sân vườn.
. Nội thất đầy đủ, xách vali vào là ở.",Đông Bắc,,3,20m,True,True,True,False,False,Giấy tờ hợp lệ," 25,9 tỷ ",Ngày đăng: 12/06/2023,3m,"Biệt thự, nhà liền kề","8,6m"
" Đường ĐT 749A, Xã Long Nguyên, Huyện Bàu Bàng, Bình Dương", 5.128 m,---,"Tôi chính Chủ chuẩn bị xuất cảnh nên cần bán gấp nhà xưởng ngay Mặt Tiền  đường DT749A - Xã Long Nguyên - Huyên Bàu Bàng  - Tỉnh Bình Dương giảm từ 36 tỷ còn 35 tỷ 
Diện Tích  đất : 5128 m2 ( 29 x 177 m ) bao gồm: 
 + Nhà xưởng 3000 m2 
 + Trạm điện 380 kva
 + Hệ thống PCCC vách tường bao quanh ( khối lượng hồ chứa nước :  200m3 âm dưới nền ) 
 + Văn phòng : 100m2 
 + 3 phòng trọ cho công nhân ( 50m2/phòng ) 
 + 1phòng ăn 50 m2 
Toàn bộ hình ảnh đính kèm là hình thực tế 100% và hình ảnh lúc thi công hồ chứa nước PCCC. 
Xin cảm ơn",_,,---,177m,False,False,False,False,False,---, 35 tỷ ,Ngày đăng: 14/06/2023,---,"Kho, xưởng",29m
